"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-03","10.29",",,X"," 1952",",,X"," 1153",",,X","  110",",,X",,,,,"   45","W,,X",,,"17.0",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-04","12.97",",,X"," 0152",",,X"," 0141",",,X","   80",",,X",,,,,"   90","W,,X",,,"19.9",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-05","12.30",",,X"," 1525",",,X"," 1510",",,X","  180",",,X",,,,,"  180","W,,X",,,"21.0",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-06","8.50",",,X"," 1052",",,X"," 1418",",,X","   60",",,X",,,,,"  270","W,,X",,,"14.1",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-07","8.72",",,X"," 0152",",,X"," 0147",",,X","   50",",,X",,,,,"   45","W,,X",,,"14.1",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-08","8.72",",,X"," 1552",",,X"," 1453",",,X","  300",",,X",,,,,"  270","W,,X",,,"14.1",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-09","9.62",",,X"," 1752",",,X"," 1647",",,X","  190",",,X",,,,,"  225","W,,X",,,"16.1",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-10","13.20",",,X"," 1552",",,X"," 1542",",,X","  190",",,X",,,,,"  180","W,,X",,,"23.0",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-11","16.55",",,X"," 1352",",,X"," 1840",",,X","  230",",,X",,,,,"  225","W,,X",,,"25.1",",,X",,,,,"32.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-12","17.45",",,X"," 1452",",,X"," 1210",",,X","  290",",,X",,,,,"  225","W,,X",,,"23.0",",,X",,,,,"33.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-13","14.09",",,X"," 0152",",,X"," 0221",",,X","  360",",,X",,,,,"  360","W,,X",,,"23.9",",,X",,,,,"31.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-14","13.20",",,X"," 0352",",,X"," 0321",",,X","  350",",,X",,,,,"  315","W,,X",,,"23.0",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-15","8.28",",,X"," 2352",",,X"," 2337",",,X","  220",",,X",,,,,"  225","W,,X",,,"17.0",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-16","20.80",",,X"," 0552",",,X"," 0419",",,X","  330",",,X",,,,,"  315","W,,X",,,"31.1",",,X",,,,,"46.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-17","8.95",",,X"," 2152",",,X"," 1850",",,X","  220",",,X",,,,,"  180","W,,X",,,"13.0",",,X",,,,,"17.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-18","11.41",",,X"," 1452",",,X"," 1534",",,X","  200",",,X",,,,,"  180","W,,X",,,"17.9",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-19","5.59",",,X"," 0052",",,X"," 0040",",,X","  240",",,X",,,,,"  225","W,,X",,,"13.0",",,X",,,,,"17.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-20","7.83",",,X"," 1352",",,X"," 1350",",,X","  150",",,X",,,,,"  135","W,,X",,,"15.0",",,X",,,,,"17.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-21","9.62",",,X"," 1752",",,X"," 1750",",,X","   70",",,X",,,,,"   90","W,,X",,,"17.0",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-22","8.95",",,X"," 1552",",,X"," 1552",",,X","  160",",,X",,,,,"  180","W,,X",,,"14.1",",,X",,,,,"13.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-23","9.84",",,X"," 1352",",,X"," 1250",",,X","  220",",,X",,,,,"  225","W,,X",,,"16.1",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-24","7.38",",,X"," 2152",",,X"," 2153",",,X","  280",",,X",,,,,"  315","W,,X",,,"12.1",",,X",,,,,"16.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-25","6.71",",,X"," 1552",",,X"," 1426",",,X","  350",",,X",,,,,"  360","W,,X",,,"8.9",",,X",,,,,"12.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-26","7.61",",,X"," 1152",",,X"," 1920",",,X","  230",",,X",,,,,"  225","W,,X",,,"14.1",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-27","10.07",",,X"," 0612",",,X"," 0726",",,X","   60",",,X",,,,,"   90","W,,X",,,"21.0",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-28","8.95",",,X"," 2052",",,X"," 1358",",,X","  220",",,X",,,,,"  180","W,,X",,,"13.0",",,X",,,,,"16.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-29","12.08",",,X"," 1252",",,X"," 1153",",,X","  220",",,X",,,,,"  225","W,,X",,,"16.1",",,X",,,,,"21.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-09-30","14.54",",,X"," 1052",",,X"," 0534",",,X","  280",",,X",,,,,"  270","W,,X",,,"19.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-01","14.32",",,X"," 1452",",,X"," 0442",",,X","  330",",,X",,,,,"  270","W,,X",,,"17.0",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-02","8.50",",,X"," 2020",",,X"," 2040",",,X","  340",",,X",,,,,"  360","W,,X",,,"14.1",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-03","9.84",",,X"," 1752",",,X"," 1618",",,X","  190",",,X",,,,,"  180","W,,X",,,"15.0",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-04","13.65",",,X"," 2252",",,X"," 2221",",,X","  290",",,X",,,,,"  270","W,,X",,,"21.0",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-05","13.42",",,X"," 0530",",,X"," 1435",",,X","  340",",,X",,,,,"  315","W,,X",,,"23.9",",,X",,,,,"31.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-06","21.25",",,X"," 1552",",,X"," 0840",",,X","  330",",,X",,,,,"  315","W,,X",,,"30.0",",,X",,,,,"48.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-07","10.51",",,X"," 1252",",,X"," 1413",",,X","  340",",,X",,,,,"  270","W,,X",,,"16.1",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-08","11.86",",,X"," 1352",",,X"," 1338",",,X","  240",",,X",,,,,"  225","W,,X",,,"19.9",",,X",,,,,"27.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-09","10.29",",,X"," 1855",",,X"," 2305",",,X","  360",",,X",,,,,"  360","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-10","13.42",",,X"," 0752",",,X"," 0637",",,X","  360",",,X",,,,,"   45","W,,X",,,"21.0",",,X",,,,,"33.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-11","13.87",",,X"," 1052",",,X"," 1218",",,X","   80",",,X",,,,,"   45","W,,X",,,"17.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-12","9.17",",,X"," 0852",",,X"," 0858",",,X","   80",",,X",,,,,"   90","W,,X",,,"16.1",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-13","7.61",",,X"," 1252",",,X"," 1125",",,X","  230",",,X",,,,,"  225","W,,X",,,"14.1",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-14","10.74",",,X"," 1952",",,X"," 2210",",,X","  290",",,X",,,,,"  270","W,,X",,,"19.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-15","13.87",",,X"," 1652",",,X"," 0817",",,X","  350",",,X",,,,,"  315","W,,X",,,"17.0",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-16","6.26",",,X"," 0152",",,X"," 1326",",,X","  320",",,X",,,,,"  315","W,,X",,,"12.1",",,X",,,,,"13.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-17","11.18",",,X"," 1952",",,X"," 1953",",,X","   60",",,X",,,,,"   45","W,,X",,,"17.0",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-18","12.53",",,X"," 1152",",,X"," 1348",",,X","  360",",,X",,,,,"  360","W,,X",,,"19.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-19","10.74",",,X"," 0952",",,X"," 0126",",,X","   20",",,X",,,,,"  360","W,,X",,,"17.0",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-20","7.83",",,X"," 2352",",,X"," 0804",",,X","  350",",,X",,,,,"   45","W,,X",,,"14.1",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-21","9.84",",,X"," 1452",",,X"," 1836",",,X","  230",",,X",,,,,"  270","W,,X",,,"17.0",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-22","7.61",",,X"," 1652",",,X"," 1708",",,X","  190",",,X",,,,,"  180","W,,X",,,"14.1",",,X",,,,,"16.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-23","13.20",",,X"," 1252",",,X"," 1558",",,X","  270",",,X",,,,,"  315","W,,X",,,"17.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-24","11.18",",,X"," 0952",",,X"," 0306",",,X","  350",",,X",,,,,"  360","W,,X",,,"16.1",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-25","7.38",",,X"," 0052",",,X"," 0311",",,X","   50",",,X",,,,,"   45","W,,X",,,"13.0",",,X",,,,,"15.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-26","11.63",",,X"," 2352",",,X"," 2047",",,X","   60",",,X",,,,,"   45","W,,X",,,"19.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-27","8.72",",,X"," 0152",",,X"," 0206",",,X","   60",",,X",,,,,"   45","W,,X",,,"19.9",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-28","9.84",",,X"," 1552",",,X"," 1209",",,X","  340",",,X",,,,,"  315","W,,X",,,"17.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-29","10.74",",,X"," 2152",",,X"," 2154",",,X","  230",",,X",,,,,"  225","W,,X",,,"17.9",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-30","15.88",",,X"," 1952",",,X"," 1945",",,X","  330",",,X",,,,,"  315","W,,X",,,"21.0",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-10-31","11.41",",,X"," 0352",",,X"," 0827",",,X","   60",",,X",,,,,"   45","W,,X",,,"16.1",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-01","7.83",",,X"," 1052",",,X"," 1208",",,X","  260",",,X",,,,,"  225","W,,X",,,"13.0",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-02","13.87",",,X"," 1452",",,X"," 1446",",,X","  360",",,X",,,,,"  360","W,,X",,,"21.0",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-03","8.95",",,X"," 2352",",,X"," 2259",",,X","   40",",,X",,,,,"  225","W,,X",,,"16.1",",,X",,,,,"21.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-04","11.41",",,X"," 1752",",,X"," 1915",",,X","  350",",,X",,,,,"  360","W,,X",,,"17.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-05","17.67",",,X"," 1652",",,X"," 1856",",,X","   70",",,X",,,,,"   90","W,,X",,,"25.1",",,X",,,,,"32.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-06","12.75",",,X"," 1435",",,X"," 1024",",,X","  360",",,X",,,,,"  360","W,,X",,,"17.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-07","7.61",",,X"," 1952",",,X"," 1815",",,X","  110",",,X",,,,,"   90","W,,X",,,"10.1",",,X",,,,,"16.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-08","8.50",",,X"," 1252",",,X"," 0711",",,X","  150",",,X",,,,,"  135","W,,X",,,"12.1",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-09","14.54",",,X"," 1852",",,X"," 1503",",,X","  300",",,X",,,,,"  315","W,,X",,,"25.1",",,X",,,,,"35.6",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-10","14.99",",,X"," 0652",",,X"," 0907",",,X","  350",",,X",,,,,"  360","W,,X",,,"23.0",",,X",,,,,"31.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-11","8.50",",,X"," 0657",",,X"," 1406",",,X","  120",",,X",,,,,"  360","W,,X",,,"13.0",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-12","6.71",",,X"," 0052",",,X"," 0057",",,X","  350",",,X",,,,,"  360","W,,X",,,"13.0",",,X",,,,,"15.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-13","19.46",",,X"," 1652",",,X"," 1403",",,X","  340",",,X",,,,,"  315","W,,X",,,"30.0",",,X",,,,,"40.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-14","13.20",",,X"," 2352",",,X"," 0355",",,X","  340",",,X",,,,,"  315","W,,X",,,"19.9",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-15","9.62",",,X"," 0052",",,X"," 0210",",,X","  250",",,X",,,,,"  270","W,,X",,,"17.0",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-16","7.16",",,X"," 2152",",,X"," 1810",",,X","  310",",,X",,,,,"  315","W,,X",,,"17.9",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-17","7.61",",,X"," 1252",",,X"," 1230",",,X","  240",",,X",,,,,"  225","W,,X",,,"14.1",",,X",,,,,"18.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-18","12.30",",,X"," 2352",",,X"," 2344",",,X","   60",",,X",,,,,"   45","W,,X",,,"29.1",",,X",,,,,"47.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-19","17.22",",,X"," 0452",",,X"," 0657",",,X","  360",",,X",,,,,"  360","W,,X",,,"29.1",",,X",,,,,"40.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-20","14.76",",,X"," 2252",",,X"," 2240",",,X","  150",",,X",,,,,"  135","W,,X",,,"25.9",",,X",,,,,"46.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-21","21.70",",,X"," 1852",",,X"," 1429",",,X","  330",",,X",,,,,"  315","W,,X",,,"32.0",",,X",,,,,"47.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-22","11.63",",,X"," 0552",",,X"," 0405",",,X","  310",",,X",,,,,"  315","W,,X",,,"17.9",",,X",,,,,"32.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-23","10.07",",,X"," 2252",",,X"," 2305",",,X","  190",",,X",,,,,"  180","W,,X",,,"16.1",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-24","11.41",",,X"," 1752",",,X"," 2245",",,X","  350",",,X",,,,,"  315","W,,X",,,"17.0",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-25","9.17",",,X"," 0052",",,X"," 0019",",,X","  330",",,X",,,,,"  315","W,,X",,,"17.0",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-26","13.87",",,X"," 2052",",,X"," 2042",",,X","  250",",,X",,,,,"  270","W,,X",,,"25.9",",,X",,,,,"38.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-27","14.32",",,X"," 0452",",,X"," 0444",",,X","  340",",,X",,,,,"  225","W,,X",,,"25.9",",,X",,,,,"34.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-28","6.04",",,X"," 0952",",,X"," 0950",",,X","  250",",,X",,,,,"  270","W,,X",,,"12.1",",,X",,,,,"15.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-29","12.08",",,X"," 1552",",,X"," 1654",",,X","  320",",,X",,,,,"  360","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-11-30","14.54",",,X"," 2352",",,X"," 1923",",,X","   30",",,X",,,,,"  360","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-01","14.99",",,X"," 0052",",,X"," 0019",",,X","   30",",,X",,,,,"   45","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-02","20.58",",,X"," 2052",",,X"," 2226",",,X","  100",",,X",,,,,"   90","W,,X",,,"25.1",",,X",,,,,"38.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-03","16.33",",,X"," 1052",",,X"," 1402",",,X","  280",",,X",,,,,"  270","W,,X",,,"25.9",",,X",,,,,"36.7",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-04","18.34",",,X"," 0452",",,X"," 0418",",,X","  300",",,X",,,,,"  315","W,,X",,,"23.0",",,X",,,,,"38.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-05","16.78",",,X"," 1452",",,X"," 1326",",,X","  320",",,X",,,,,"  360","W,,X",,,"23.0",",,X",,,,,"31.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-06","11.18",",,X"," 1852",",,X"," 2009",",,X","  250",",,X",,,,,"  270","W,,X",,,"16.1",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-07","11.18",",,X"," 1952",",,X"," 1945",",,X","  240",",,X",,,,,"  225","W,,X",,,"21.0",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-08","14.99",",,X"," 0052",",,X"," 0835",",,X","  260",",,X",,,,,"  360","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-09","13.20",",,X"," 0604",",,X"," 0605",",,X","   60",",,X",,,,,"   45","W,,X",,,"21.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-10","13.65",",,X"," 1452",",,X"," 1859",",,X","  300",",,X",,,,,"  270","W,,X",,,"23.0",",,X",,,,,"31.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-11","9.84",",,X"," 0152",",,X"," 0138",",,X","  320",",,X",,,,,"  315","W,,X",,,"19.9",",,X",,,,,"26.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-12","12.08",",,X"," 2252",",,X"," 2353",",,X","  300",",,X",,,,,"  315","W,,X",,,"19.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-13","20.36",",,X"," 0452",",,X"," 0906",",,X","  330",",,X",,,,,"  315","W,,X",,,"28.0",",,X",,,,,"47.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-14","12.75",",,X"," 1552",",,X"," 2035",",,X","  220",",,X",,,,,"  225","W,,X",,,"17.9",",,X",,,,,"27.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-15","9.84",",,X"," 0952",",,X"," 0905",",,X","  260",",,X",,,,,"  225","W,,X",,,"16.1",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-16","4.92",",,X"," 1452",",,X"," 0605",",,X","  240",",,X",,,,,"  315","W,,X",,,"8.9",",,X",,,,,"13.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-17","9.84",",,X"," 1652",",,X"," 2327",",,X","   80",",,X",,,,,"  135","W,,X",,,"14.1",",,X",,,,,"17.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-18","15.43",",,X"," 1622",",,X"," 1820",",,X","   50",",,X",,,,,"   45","W,,X",,,"21.9",",,X",,,,,"28.9",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-19","22.37",",,X"," 0652",",,X"," 0617",",,X","  340",",,X",,,,,"  360","W,,X",,,"38.0",",,X",,,,,"57.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-20","9.62",",,X"," 2052",",,X"," 2024",",,X","  340",",,X",,,,,"  360","W,,X",,,"15.0",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-21","11.63",",,X"," 1652",",,X"," 1303",",,X","  350",",,X",,,,,"  360","W,,X",,,"16.1",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-22","9.62",",,X"," 2252",",,X"," 2222",",,X","  260",",,X",,,,,"  270","W,,X",,,"15.0",",,X",,,,,"24.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-23","12.53",",,X"," 0852",",,X"," 0358",",,X","  260",",,X",,,,,"  225","W,,X",,,"21.0",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-24","15.43",",,X"," 2252",",,X"," 2345",",,X","   90",",,X",,,,,"   90","W,,X",,,"25.9",",,X",,,,,"35.6",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-25","17.22",",,X"," 0152",",,X"," 0310",",,X","   50",",,X",,,,,"   45","W,,X",,,"30.0",",,X",,,,,"43.6",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-26","14.99",",,X"," 1052",",,X"," 0632",",,X","  320",",,X",,,,,"  360","W,,X",,,"21.0",",,X",,,,,"27.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-27","6.71",",,X"," 2052",",,X"," 1209",",,X","  100",",,X",,,,,"  360","W,,X",,,"10.1",",,X",,,,,"16.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-28","9.40",",,X"," 1752",",,X"," 1808",",,X","   10",",,X",,,,,"  360","W,,X",,,"13.0",",,X",,,,,"19.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-29","6.71",",,X"," 1552",",,X"," 1409",",,X","  180",",,X",,,,,"  225","W,,X",,,"12.1",",,X",,,,,"15.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-30","12.75",",,X"," 1352",",,X"," 1328",",,X","   50",",,X",,,,,"   45","W,,X",,,"23.0",",,X",,,,,"27.5",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1986-12-31","14.09",",,X"," 1252",",,X"," 1115",",,X","  360",",,X",,,,,"  315","W,,X",,,"17.9",",,X",,,,,"25.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-01","15.21",",,X"," 2252",",,X"," 2354",",,X","   60",",,X",,,,,"   45","W,,X",,,"25.9",",,X",,,,,"41.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-02","16.33",",,X"," 2352",",,X"," 0013",",,X","   60",",,X",,,,,"   45","W,,X",,,"25.1",",,X",,,,,"40.3",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-03","19.24",",,X"," 1352",",,X"," 1345",",,X","  310",",,X",,,,,"  315","W,,X",,,"25.1",",,X",,,,,"34.4",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-04","11.41",",,X"," 2352",",,X"," 0030",",,X","  330",",,X",,,,,"  360","W,,X",,,"17.0",",,X",,,,,"23.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-05","13.65",",,X"," 1252",",,X"," 0956",",,X","  360",",,X",,,,,"   45","W,,X",,,"21.9",",,X",,,,,"30.0",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-06","8.72",",,X"," 1952",",,X"," 2359",",,X","  210",",,X",,,,,"  225","W,,X",,,"13.0",",,X",,,,,"17.2",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-07","17.22",",,X"," 2352",",,X"," 2350",",,X","  320",",,X",,,,,"  315","W,,X",,,"32.0",",,X",,,,,"46.1",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-08","18.34",",,X"," 2352",",,X"," 0030",",,X","  320",",,X",,,,,"  315","W,,X",,,"32.0",",,X",,,,,"36.7",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-09","9.84",",,X"," 0252",",,X"," 0302",",,X","  290",",,X",,,,,"  270","W,,X",,,"15.0",",,X",,,,,"20.8",",,X",,
"USW00014732","LAGUARDIA AIRPORT, NY US","1987-01-10","12.30",",,X"," 1652",",,X"," 1650",",,X","   60",",,X",,,,,"   45","W,,X",,,"29.1",",,X",,,,,"33.3",",,X",,
